"normal","some_rs","very_ls","wonky"
36.9948906050345,0.599108066841064,0.794595831870546,30.9063325960789
24.9114782659868,0.301851588822967,0.908951579422989,9.69026590261636
29.7397741128205,0.482154353004125,0.884136097062195,8.08703727212407
33.4762909288437,0.210567838094917,0.757603551092898,7.42591272596894
23.0171572925406,0.408872357789127,0.913206122953269,8.78391842856388
33.6268499127631,0.314555827993762,0.941697381662886,35.7943221570333
31.7588802182481,0.337613058665596,0.941160718246611,20.2360654576183
26.6696049915344,0.0759615480318463,0.961647471601772,4.0808550871129
27.4677732634951,0.0554363320716716,0.891152056786687,34.1369890331246
18.4432724877747,0.244221405716183,0.844268703888712,10.7992336455456
28.4747036573685,0.265665242477691,0.753500972965217,30.2947789787543
28.0767114642799,0.513078050136115,0.926968794815534,8.30083148648176
23.8418410525732,0.231970076442388,0.939675883832849,28.7155995529516
30.3404262172515,0.203601130364028,0.809794267475974,6.62943749384422
31.6130966257528,0.126327309874066,0.967063468822318,7.62662681345584
30.6578693256415,0.405524598971436,0.88883606859381,6.88294365269514
25.2576336073827,0.123726021451049,0.842766298516379,11.600127113236
34.4675495504676,0.296885767828248,0.953131196220201,36.0294669680123
34.8258665970555,0.284432023090889,0.872500774715039,6.84112916123573
35.7738109856074,0.549439365504728,0.598996300717218,2.64697869804356
24.6968163679415,0.0850885218057028,0.906115816238644,9.99674461524951
29.8910676691136,0.270312185605007,0.66630346224842,8.03042078013752
23.6635456696076,0.601301116516414,0.761725603593371,6.95797247320621
30.2344850404277,0.112292916122794,0.888896527621796,1.50823151435877
32.9791971422596,0.241890037459125,0.971301120785628,7.8625638364801
36.7590603212556,0.420851224078928,0.786270778769758,11.9259808281124
26.9698388603816,0.553114471461124,0.974736229086394,6.80716365502387
33.7328935777285,0.320827191276351,0.989270832537352,9.35869918407835
38.2569242174178,0.355331509889037,0.860207835528514,34.6770290499279
21.2226410986903,0.284862076420057,0.957192530868266,9.43266636901928
30.669893888402,0.186052856897556,0.997322118350204,7.63297227511196
29.4880599943995,0.172693106353731,0.843582390529208,8.47840962619686
35.5910924830966,0.294722412253124,0.789276259952728,4.29744013852807
29.8465026399617,0.224437260822517,0.725022993018055,9.55668640053595
25.3804635533027,0.14237908682008,0.849319295461783,27.7019548470119
42.2895938288535,0.163550192385921,0.967536811858223,9.31709614051461
33.6831910387476,0.144487099609464,0.975205630618825,9.32219823722967
26.6666150467999,0.195839861873087,0.862342664160268,25.1026263594841
26.7329528375383,0.0607765972867219,0.997733480072398,29.534191789088
29.9671704496109,0.163001812203033,0.988372433653682,26.5075754356143
26.4670073321821,0.152986932673292,0.768940748721477,8.70730463782434
31.2428790178974,0.433835368192519,0.990323197371625,26.7540065946315
